,Id,Nutrients,Nutrients_count,Foods,Foods_count,Keep
2181,23283603.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['mustard', 'oil', 'beans', 'ragi', 'rice', 'wheat', 'bean', 'maize', 'gram', 'sesame', 'seeds', 'jasmine', 'potato', 'peanut', 'sugar', 'peanut', 'mustard seeds']",17,Yes
2182,23292316.pdf,"['moisture', 'protein', 'ash']",3,"['oil', 'dal', 'rice', 'gram', 'lamb', 'pears', 'yolk', 'milk', 'milk', 'lime', 'sheep']",11,Yes
2183,23294310.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'ragi', 'gram', 'moth', 'crab']",6,Yes
2184,23299253.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'ragi', 'rice', 'gram']",5,Yes
2185,23299373.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'oil', 'flour', 'cauliflower', 'beans', 'peas', 'egg', 'rice', 'bean', 'mushroom', 'gram', 'lamb', 'corn', 'potatoes', 'meat', 'tomato', 'fish', 'seeds', 'celery', 'cabbage', 'milk', 'potato', 'milk', 'cucumber', 'cheese', 'sugar', 'cauliflower', 'pork']",28,Yes
2186,23301527.pdf,"['moisture', 'protein', 'ash', 'energy']",4,"['oil', 'dal', 'gram', 'corn', 'pears', 'rabbit']",6,Yes
2187,23303087.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'gram']",3,Yes
2188,23304452.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'egg', 'dates', 'gram', 'pears']",6,Yes
2189,23307595.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'mace', 'ragi', 'gram', 'corn', 'meat', 'rabbit']",7,Yes
2190,23308189.pdf,"['ash', 'energy']",2,"['oil', 'mint', 'beans', 'mace', 'dal', 'rice', 'soya', 'bean', 'mint', 'meat', 'sunflower', 'sunflower oil']",12,Yes
2191,23312372.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['butter', 'oil', 'beans', 'mace', 'ragi', 'wheat', 'soya', 'bean', 'gram', 'pears', 'potatoes', 'meat', 'tomato', 'seeds', 'moth', 'milk', 'potato', 'milk', 'cheese', 'sugar', 'pork']",21,Yes
2192,23314735.pdf,"['protein', 'ash', 'fat']",3,"['ragi', 'gram', 'radish', 'moth', 'milk', 'milk', 'rabbit']",7,Yes
2193,23319337.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'barley', 'dal', 'rice', 'wheat', 'bean', 'gram', 'radish', 'tomato', 'fish']",10,Yes
2194,23319888.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['mustard', 'oil', 'rice', 'seeds', 'fenugreek', 'pepper', 'garden cress', 'cumin', 'clove', 'mustard seeds']",10,Yes
2195,23322347.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['mustard', 'oil', 'dal', 'gram', 'pears', 'lime', 'mustard oil']",7,Yes
2196,23324578.pdf,"['protein', 'ash']",2,"['ragi', 'gram']",2,Yes
2198,23334664.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram', 'pears']",3,Yes
2199,23334865.pdf,"['protein', 'ash', 'carbohydrate']",3,"['dal', 'dates', 'pears']",3,Yes
2200,23339468.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['dal', 'gram', 'tinda', 'moth', 'milk', 'milk']",6,Yes
2201,23340976.pdf,"['protein', 'ash', 'fat']",3,"['radish', 'moth', 'milk', 'milk', 'goat', 'rabbit']",6,Yes
2202,23344251.pdf,"['moisture', 'protein']",2,"['orange', 'fish', 'calf', 'salmon']",4,Yes
2203,23345064.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['oil', 'dal', 'ragi', 'rice', 'wheat', 'bean', 'gram', 'lamb', 'meat', 'milk', 'milk', 'peanut', 'peanut', 'goat', 'sheep', 'beef']",16,Yes
2204,23348584.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'milk', 'milk', 'calf', 'rabbit']",5,Yes
2205,23349693.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'dal', 'bean', 'gram', 'fish', 'moth', 'peanut', 'lime', 'peanut', 'goat', 'rabbit']",11,Yes
2206,23349740.pdf,"['protein', 'fat', 'energy']",3,"['ragi', 'gram']",2,Yes
2207,23349991.pdf,"['protein', 'ash', 'fat']",3,"['grapes', 'dal', 'rice', 'gram', 'pears', 'tomato', 'apples', 'melon']",8,Yes
2208,23350030.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram', 'pears']",3,Yes
2209,23354542.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'almond']",2,Yes
2210,23356639.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'egg', 'gram', 'pears', 'moth', 'sugar']",6,Yes
2211,23358376.pdf,['ash'],1,"['oil', 'dal']",2,Yes
2212,23368879.pdf,"['protein', 'ash']",2,"['dal', 'ragi', 'rice', 'dates', 'pears', 'moth', 'milk', 'milk', 'rabbit']",9,Yes
2214,23373590.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'dates', 'gram', 'pears', 'meat', 'moth', 'onion', 'lime']",10,Yes
2215,23379562.pdf,"['protein', 'ash']",2,"['egg', 'rice']",2,Yes
2216,23389306.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'dal', 'pears', 'milk', 'chana', 'milk', 'tuna']",7,Yes
2217,23394464.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'ragi', 'rice', 'mushroom', 'gram', 'seeds', 'palm oil', 'rabbit', 'tuna']",9,Yes
2218,23402535.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['rice', 'gram', 'pears', 'milk', 'milk']",5,Yes
2219,23405113.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'orange', 'dal', 'egg', 'dates', 'gram', 'sugar']",7,Yes
2220,23409773.pdf,"['protein', 'energy']",2,"['dal', 'ragi', 'egg', 'gram', 'pears']",5,Yes
2221,23410523.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal']",2,Yes
2222,23412395.pdf,"['protein', 'ash']",2,"['lemon', 'grapes', 'orange', 'dal', 'ragi', 'rice', 'gram', 'spinach', 'moth', 'drumstick', 'cumin']",11,Yes
2223,23425344.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'dal', 'meat', 'milk', 'milk', 'cheese', 'sugar', 'lime', 'beef']",9,Yes
2224,23433235.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['butter', 'oil', 'mace', 'dal', 'dates', 'maize', 'gram', 'corn', 'pears', 'moth', 'sugar', 'cumin', 'coconut', 'lobster']",14,Yes
2225,23439036.pdf,"['fat', 'energy']",2,"['garlic', 'dal', 'gram', 'lime']",4,Yes
2226,23444100.pdf,"['ash', 'fat', 'energy']",3,"['spinach', 'potatoes', 'meat', 'potato', 'banana']",5,Yes
2227,23451200.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'ragi', 'rice', 'radish', 'pears', 'milk', 'milk', 'goat', 'sheep', 'rabbit', 'tuna']",12,Yes
2228,23459926.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['bean', 'gram', 'radish', 'calf']",4,Yes
2229,23461732.pdf,"['ash', 'energy']",2,"['oil', 'mace', 'dal', 'gram', 'meat', 'moth', 'tuna']",7,Yes
2230,23467709.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'basil', 'lime', 'tilapia']",4,Yes
2231,23468957.pdf,"['protein', 'fat']",2,"['egg', 'dates', 'tomato', 'sheep']",4,Yes
2232,23472114.pdf,"['protein', 'ash']",2,"['gram', 'corn', 'milk', 'milk', 'calf', 'rabbit']",6,Yes
2233,23477486.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'gram', 'sugar', 'tuna']",5,Yes
2234,23478569.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'egg', 'chana']",3,Yes
2235,23482766.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'gram', 'pears', 'seeds']",4,Yes
2236,23482874.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'orange', 'dal', 'lettuce', 'chilli', 'bean', 'maize', 'gram', 'spinach', 'pears', 'tomato', 'potato', 'goat', 'rabbit', 'tuna']",15,Yes
2237,23483927.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'gram', 'pears', 'sugar']",5,Yes
2238,23486107.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'mustard', 'oil', 'beans', 'peas', 'mace', 'dal', 'ragi', 'rice', 'wheat', 'bean', 'gram', 'lamb', 'pears', 'potatoes', 'meat', 'tomato', 'seeds', 'cabbage', 'onion', 'milk', 'potato', 'milk', 'cucumber', 'carrot', 'sugar', 'lime', 'goat', 'sheep', 'calf', 'pork']",31,Yes
2239,23486535.pdf,"['ash', 'carbohydrate', 'energy']",3,"['oil', 'urad', 'dal', 'ragi', 'moth', 'milk', 'milk', 'lime']",8,Yes
2240,23486577.pdf,"['protein', 'fat']",2,"['oil', 'corn']",2,Yes
2241,23497442.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'milk', 'milk', 'goat', 'rabbit']",6,Yes
2242,23516632.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'moth']",2,Yes
2243,23528105.pdf,"['ash', 'fat']",2,"['oil', 'peas', 'dal', 'gram', 'spinach', 'papaya', 'pears', 'pepper', 'sugar', 'lime', 'tuna']",11,Yes
2244,23529582.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'dal', 'ragi', 'egg', 'dates', 'gram', 'tuna', 'salmon']",8,Yes
2245,23536278.pdf,"['ash', 'energy']",2,"['beans', 'bean', 'gram', 'moth']",4,Yes
2246,23539474.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['grapes', 'oil', 'orange', 'rice', 'wheat', 'maize', 'pumpkin', 'gram', 'lamb', 'avocado', 'almond', 'seeds', 'sunflower', 'guava', 'pineapple', 'peanut', 'almonds', 'sugar', 'lime', 'peanut', 'cashew', 'tuna']",22,Yes
2247,23543605.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'gram', 'corn', 'meat']",5,Yes
2248,23545232.pdf,"['protein', 'ash']",2,"['oil', 'mint', 'dal', 'palak', 'mint', 'lime']",6,Yes
2249,23546894.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['rice', 'gram', 'milk', 'milk', 'sugar', 'tuna']",6,Yes
2250,23549926.pdf,"['ash', 'energy']",2,"['oil', 'rice', 'gram', 'moth']",4,Yes
2251,23558789.pdf,"['protein', 'fat']",2,"['orange', 'dal', 'ragi', 'dates', 'corn', 'meat', 'moth']",7,Yes
2252,23564042.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['mace', 'tilapia']",2,Yes
2253,23564767.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'radish', 'pears', 'moth', 'milk', 'milk', 'goat', 'rabbit']",8,Yes
2254,23565571.pdf,"['protein', 'ash']",2,"['oil', 'beans', 'bean', 'gram', 'pears', 'meat', 'lime']",7,Yes
2255,23568713.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'gram', 'meat']",3,Yes
2256,23572254.pdf,"['ash', 'fat']",2,"['oil', 'mace', 'dal', 'ragi', 'rice', 'dates', 'gram', 'corn', 'meat', 'onion']",10,Yes
2257,23584844.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'rice', 'bean', 'gram', 'corn']",7,Yes
2258,23585276.pdf,"['protein', 'ash']",2,"['orange', 'gram', 'lamb']",3,Yes
2259,23587061.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'gram', 'corn', 'pears', 'meat', 'ginger', 'onion']",8,Yes
2260,23593390.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'ragi', 'gram', 'pears', 'milk', 'milk', 'goat']",7,Yes
2261,23594184.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'orange', 'dal', 'egg', 'moth']",5,Yes
2262,23598439.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'oil', 'mace', 'dal', 'ragi', 'egg', 'bean', 'lamb', 'meat', 'fish', 'seeds', 'sunflower', 'palm oil', 'sunflower oil', 'sheep', 'tuna', 'salmon']",17,Yes
2263,23601963.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'energy']",5,"['oil', 'orange', 'dal', 'rice', 'gram', 'corn', 'avacado', 'papaya', 'meat', 'fish', 'milk', 'potato', 'banana', 'milk', 'betel', 'coconut', 'beef', 'tuna']",18,Yes
2264,23603510.pdf,"['protein', 'ash']",2,"['soya', 'fish', 'yolk']",3,Yes
2265,23613954.pdf,"['protein', 'fat']",2,"['mace', 'dal', 'egg', 'gram', 'meat', 'moth']",6,Yes
2266,23615695.pdf,"['ash', 'energy']",2,"['oil', 'barley', 'rice', 'wheat', 'maize', 'gram', 'corn', 'sorghum', 'seeds']",9,Yes
2267,23619571.pdf,['protein'],1,"['dal', 'gram', 'pears', 'calf', 'tuna']",5,Yes
2268,23622254.pdf,"['protein', 'ash']",2,"['chicken', 'oil', 'mace', 'dal', 'rice', 'bean', 'gram', 'meat', 'moth', 'milk', 'currants', 'milk', 'sugar']",13,Yes
2269,23625730.pdf,"['ash', 'energy']",2,"['oil', 'rice', 'dates', 'gram', 'meat', 'moth', 'lime']",7,Yes
2270,23630329.pdf,"['moisture', 'ash', 'carbohydrate']",3,"['oil', 'egg', 'dates', 'pears', 'cherry', 'sugar']",6,Yes
2271,23633458.pdf,"['protein', 'fat']",2,"['gram', 'strawberry']",2,Yes
2272,23637994.pdf,"['moisture', 'ash']",2,"['oil', 'barley', 'garlic', 'dal', 'peach', 'rice', 'dates', 'wheat', 'bean', 'maize', 'gram', 'corn', 'onion', 'potato', 'peach', 'cucumber', 'watermelon', 'melon', 'peanut', 'turmeric', 'peanut']",21,Yes
2273,23640280.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",6,"['oil', 'bean', 'gram', 'meat', 'tomato', 'milk', 'milk', 'cheese', 'carrot']",9,Yes
2274,23649843.pdf,['protein'],1,"['barley', 'dal', 'rice', 'wheat', 'gram', 'pears']",6,Yes
2276,23666686.pdf,['protein'],1,"['milk', 'milk']",2,Yes
2277,23667661.pdf,['fat'],1,"['oil', 'gram', 'moth']",3,Yes
2279,23674808.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['lemon', 'pomegranate', 'garlic', 'cauliflower', 'beans', 'orange', 'peach', 'lettuce', 'egg', 'rice', 'wheat', 'bean', 'mushroom', 'pumpkin', 'gram', 'spinach', 'corn', 'radish', 'papaya', 'avocado', 'mango', 'potatoes', 'meat', 'tomato', 'seeds', 'celery', 'cabbage', 'onion', 'apples', 'apricots', 'guava', 'pineapple', 'potato', 'peach', 'banana', 'cucumber', 'watermelon', 'melon', 'pepper', 'carrot', 'sugar', 'cumin', 'turmeric', 'cauliflower']",44,Yes
2280,23676118.pdf,"['protein', 'ash']",2,"['chicken', 'mace', 'dal', 'egg', 'gram', 'fish']",6,Yes
2281,23676898.pdf,"['protein', 'carbohydrate', 'energy']",3,"['oil', 'barley', 'flour', 'dal', 'egg', 'rice', 'wheat', 'gram', 'tomato', 'seeds', 'lime', 'tuna']",12,Yes
2282,23677939.pdf,"['protein', 'ash']",2,"['dates', 'gram']",2,Yes
2283,23681201.pdf,"['ash', 'energy']",2,"['ragi', 'gram', 'fish', 'lime', 'tuna']",5,Yes
2284,23683361.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'beans', 'mace', 'dal', 'wheat', 'bean', 'gram', 'squid', 'corn', 'fish', 'pork', 'tuna', 'salmon', 'sardine', 'tilapia', 'catla']",16,Yes
2286,23685954.pdf,"['ash', 'energy']",2,"['mace', 'dal', 'pears', 'sugar']",4,Yes
2287,23686014.pdf,"['protein', 'ash']",2,"['mace', 'dates', 'pears']",3,Yes
2288,23695079.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['lemon', 'grapes', 'oil', 'dates', 'gram', 'spinach', 'papaya', 'avocado', 'pears', 'mango', 'meat', 'seeds', 'cabbage', 'apples', 'pineapple', 'currants', 'banana', 'cherry', 'melon', 'strawberry', 'cheese', 'sugar', 'blackberry', 'cumin', 'gooseberrie']",25,Yes
2289,23695727.pdf,"['protein', 'ash']",2,"['chicken', 'oil', 'egg', 'rice', 'gram', 'pears', 'potatoes', 'seeds', 'potato']",9,Yes
2290,23700126.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['oil', 'gram', 'corn', 'tuna']",4,Yes
2291,23700339.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'egg', 'rice', 'gram', 'moth', 'milk', 'milk', 'lime', 'tuna']",10,Yes
2293,23703126.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['beans', 'soya', 'bean', 'gram', 'meat', 'moth', 'banana', 'carrot', 'coconut', 'lime']",10,Yes
2294,23703265.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'soya', 'gram', 'meat', 'milk', 'milk', 'sugar', 'lime']",8,Yes
2295,23712027.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'gram', 'goat']",3,Yes
2296,23717386.pdf,"['protein', 'ash']",2,"['orange', 'dal', 'gram', 'calf']",4,Yes
2297,23719560.pdf,"['protein', 'ash']",2,"['egg', 'gram', 'meat', 'milk', 'milk', 'lime', 'tuna']",7,Yes
2298,23729245.pdf,"['protein', 'ash']",2,"['oil', 'rice', 'rabbit']",3,Yes
2299,23729396.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'rice', 'bean', 'gram', 'meat', 'milk', 'milk']",8,Yes
2300,23736826.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'barley', 'flour', 'beans', 'peas', 'dal', 'rice', 'wheat', 'bean', 'maize', 'gram', 'corn', 'sorghum', 'potatoes', 'meat', 'milk', 'potato', 'banana', 'milk', 'sugar', 'goat', 'sheep', 'beef', 'tuna']",24,Yes
2301,23738892.pdf,"['ash', 'energy']",2,"['oil', 'dal', 'rice', 'gram', 'lime']",5,Yes
2302,23743594.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['gram', 'lamb', 'tilapia']",3,Yes
2303,23744487.pdf,['ash'],1,"['soya', 'lamb', 'pears']",3,Yes
2304,23754591.pdf,"['protein', 'fat']",2,"['oil', 'gram', 'lamb']",3,Yes
2305,23755292.pdf,"['protein', 'ash']",2,"['chicken', 'rice', 'dates', 'calf']",4,Yes
2306,23758573.pdf,['ash'],1,"['mace', 'ragi', 'chana']",3,Yes
2307,23758641.pdf,"['protein', 'ash']",2,"['chicken', 'oil', 'dal', 'egg', 'rice', 'dates', 'gram', 'meat', 'yolk', 'milk', 'milk', 'salmon']",12,Yes
2308,23771019.pdf,"['protein', 'ash']",2,"['dal', 'ragi', 'egg', 'rice', 'pears', 'moth', 'tuna']",7,Yes
2309,23773290.pdf,"['fat', 'energy']",2,"['oil', 'gram', 'meat', 'fish']",4,Yes
2310,23781510.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'ragi', 'rice', 'bean', 'gram', 'radish', 'bamboo', 'milk', 'milk', 'goat', 'calf', 'rabbit']",13,Yes
2311,23799067.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mint', 'dal', 'egg', 'mint', 'moth', 'onion', 'milk', 'milk', 'pepper']",10,Yes
2312,23799233.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'ragi', 'egg', 'gram', 'pears', 'yolk', 'lime', 'rabbit']",8,Yes
2313,23804753.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'dal', 'gram', 'goat', 'rabbit']",5,Yes
2314,23805262.pdf,['ash'],1,"['dal', 'gram']",2,Yes
2315,23807219.pdf,"['protein', 'ash', 'energy']",3,"['lemon', 'gram', 'radish', 'pears', 'seeds', 'moth', 'lime', 'goat', 'rabbit']",9,Yes
2317,23813215.pdf,"['protein', 'fat', 'energy']",3,"['orange', 'mace', 'rice', 'gram', 'corn', 'radish', 'goat', 'rabbit']",8,Yes
2318,23813426.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'wheat', 'gram', 'pears', 'tuna']",5,Yes
2319,23816321.pdf,['ash'],1,"['mace', 'dal', 'rice', 'gram', 'meat', 'moth', 'milk', 'milk']",8,Yes
2320,23818680.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'pears']",2,Yes
2321,23821222.pdf,['ash'],1,"['oil', 'gram', 'corn', 'pears']",4,Yes
2323,23836368.pdf,"['ash', 'fat']",2,"['gram', 'tomato']",2,Yes
2324,23837583.pdf,"['protein', 'ash', 'fat']",3,"['grapes', 'oil', 'mace', 'dal', 'gram', 'corn', 'meat', 'ginger']",8,Yes
2325,23837703.pdf,['ash'],1,"['cauliflower', 'rice', 'dates', 'gram', 'radish', 'cauliflower']",6,Yes
2326,23843725.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mint', 'cauliflower', 'orange', 'dal', 'gram', 'mint', 'pears', 'moth', 'cauliflower', 'goat', 'calf', 'rabbit']",12,Yes
2327,23844781.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'gram', 'moth']",5,Yes
2328,23852440.pdf,"['protein', 'ash']",2,"['oil', 'dal', 'ragi', 'rice', 'wheat', 'bean', 'maize', 'gram', 'pears', 'tomato', 'tuna']",11,Yes
2329,23855952.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mustard', 'dal', 'rice', 'bean', 'pumpkin', 'gram', 'corn', 'pears', 'tomato', 'tuna']",10,Yes
2330,23856650.pdf,"['protein', 'ash']",2,"['pears', 'rabbit']",2,Yes
2331,23866810.pdf,"['protein', 'ash', 'fat']",3,"['urad', 'dal', 'palak', 'mango', 'moth']",5,Yes
2332,23873408.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['chicken', 'dal', 'egg', 'dates', 'gram', 'corn', 'pears', 'sugar', 'rabbit', 'salmon']",10,Yes
2333,23877092.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['barley', 'flour', 'orange', 'dal', 'ragi', 'egg', 'rice', 'wheat', 'gram', 'seeds']",10,Yes
2335,23892697.pdf,"['ash', 'energy']",2,"['oil', 'dates', 'gram', 'pears', 'seeds']",5,Yes
2336,23897002.pdf,['ash'],1,"['mace', 'gram', 'pears']",3,Yes
2337,23900949.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'dal', 'rice', 'bean', 'mushroom', 'papaya', 'mango', 'tomato', 'cherry']",9,Yes
2338,23902731.pdf,"['protein', 'ash', 'carbohydrate']",3,"['dal', 'gram']",2,Yes
2339,23903903.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'dates', 'wheat', 'bean', 'mushroom', 'gram', 'corn', 'sugar']",9,Yes
2340,23912263.pdf,['protein'],1,"['oil', 'rice', 'pears']",3,Yes
2341,23913161.pdf,['fat'],1,"['oil', 'dal', 'rice', 'gram', 'lime']",5,Yes
2342,23920199.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'lime']",2,Yes
2343,23936419.pdf,"['protein', 'ash']",2,"['dal', 'gram']",2,Yes
2344,23936799.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mint', 'mace', 'dal', 'gram', 'mint', 'pears', 'curd', 'fish', 'hilsa', 'calf', 'rabbit']",12,Yes
2345,23939714.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'egg', 'rice', 'wheat', 'bean', 'pears', 'seeds', 'moth']",8,Yes
2346,23945213.pdf,"['protein', 'fat', 'energy']",3,"['chicken', 'flour', 'egg', 'meat']",4,Yes
2347,23945676.pdf,"['protein', 'ash', 'energy']",3,"['chicken', 'flour', 'beans', 'orange', 'peas', 'dal', 'egg', 'rice', 'wheat', 'bean', 'maize', 'gram', 'lamb', 'pears', 'meat', 'fish', 'seeds', 'milk', 'guava', 'potato', 'raisins', 'milk', 'seafood', 'cheese', 'carrot', 'lime', 'beef', 'pork', 'tuna', 'salmon']",30,Yes
2348,23955522.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dates', 'gram', 'tomato', 'sugar']",4,Yes
2350,23959685.pdf,"['ash', 'fat']",2,"['urad', 'dates', 'soya', 'corn', 'meat', 'onion', 'sugar']",7,Yes
2351,23961392.pdf,"['moisture', 'ash', 'energy']",3,"['oil', 'dal', 'rice', 'wheat', 'bean', 'pears', 'tomato', 'fish', 'seeds', 'sunflower']",10,Yes
2352,23963740.pdf,"['protein', 'ash']",2,"['dates', 'bean', 'gram', 'tomato', 'seeds']",5,Yes
2353,23964718.pdf,"['moisture', 'protein', 'ash', 'dietary fibre', 'carbohydrate', 'energy']",6,"['oil', 'barley', 'peas', 'wheat', 'bean', 'maize', 'gram', 'corn', 'sorghum', 'sugar']",10,Yes
2354,23971426.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'flour', 'mint', 'beans', 'dal', 'rice', 'wheat', 'bean', 'maize', 'gram', 'corn', 'mint', 'pears', 'meat', 'fish', 'moth', 'milk', 'milk', 'cheese', 'sugar', 'cowpea']",21,Yes
2355,23974155.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'mace', 'dal', 'egg', 'gram', 'pears', 'lime', 'tuna', 'tilapia']",9,Yes
2356,23976952.pdf,['protein'],1,"['mace', 'dal', 'gram', 'meat', 'calf']",5,Yes
2357,23979675.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'barley', 'flour', 'orange', 'mace', 'urad', 'rice', 'wheat', 'bean', 'maize', 'gram', 'spinach', 'potatoes', 'tomato', 'potato', 'lime']",16,Yes
2358,23985481.pdf,"['protein', 'energy']",2,"['mace', 'urad', 'egg', 'gram', 'moth']",5,Yes
2359,23986634.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'urad', 'dal', 'ragi', 'egg', 'dates', 'soya', 'bean', 'gram', 'lamb', 'corn', 'meat', 'tinda', 'ginger', 'moth', 'onion', 'lime']",17,Yes
2360,23995226.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['barley', 'dal', 'dates', 'wheat', 'gram', 'corn', 'pineapple', 'sugar']",8,Yes
2361,23995860.pdf,['protein'],1,"['dal', 'moth', 'rabbit']",3,Yes
2362,23999723.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'gram', 'radish', 'milk', 'milk', 'goat', 'calf', 'rabbit']",8,Yes
2363,24005010.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'gram', 'corn', 'meat', 'rabbit']",6,Yes
2364,24009258.pdf,"['protein', 'ash']",2,"['mace', 'dal', 'dates', 'gram']",4,Yes
2365,24014241.pdf,"['protein', 'ash', 'energy']",3,"['dal', 'ragi', 'gram', 'pears', 'moth']",5,Yes
2366,24038242.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'egg', 'dates', 'maize', 'gram', 'meat', 'moth', 'milk', 'milk']",9,Yes
